,material,shape,coat/functional group,synthesismethod,surface charge,size in medium (nm),zeta in medium (mV),no of cells (cells/well),human/animal,cell source,cell tissue,cell morphology,cell age,time (hr),concentration (ug/ml),test,test indicator,viability (%),DOI,core size (nm),surface area,Hydrodynamic diameter (nm),Zeta potential (mV),Cell type,Molecular weight (g/mol)
5985,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,91.67038,10.1186/1743-8977-6-18,,,27.17,,A549,81.37940499999999
5986,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,97.817375,10.1186/1743-8977-6-18,,,27.17,,A549,81.37940499999999
5987,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,98.35189,10.1186/1743-8977-6-18,,,27.17,,A549,81.37940499999999
5988,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,94.07572,10.1186/1743-8977-6-18,,,27.17,,A549,81.37940499999999
5989,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,94.34299,10.1186/1743-8977-6-18,,,27.17,,A549,81.37940499999999
5990,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,88.730515,10.1186/1743-8977-6-18,,,27.17,,A549,81.37940499999999
5991,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,81.78174,10.1186/1743-8977-6-18,,,27.17,,A549,81.37940499999999
5992,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,85.523384,10.1186/1743-8977-6-18,,,27.17,,A549,81.37940499999999
5993,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,79.643654,10.1186/1743-8977-6-18,,,27.17,,A549,81.37940499999999
5994,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,63.340755,10.1186/1743-8977-6-18,,,27.17,,A549,81.37940499999999
5995,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,99.42094,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
5996,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,101.82628,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
5997,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,101.0245,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
5998,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,100.22272,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
5999,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,103.42985,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
6000,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,102.62806,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
6001,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,102.62806,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
6002,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,101.55902,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
6003,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,101.55902,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
6004,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,101.0245,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
6005,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,102.895325,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
6006,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,99.95546,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
6007,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,98.35189,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
6008,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,92.47216,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
6009,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,90.06682,10.1186/1743-8977-6-18,,,27.17,,NCIH441,81.37940499999999
6010,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,98.35189,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6011,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,100.22272,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6012,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,96.213806,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6013,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,97.55011,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6014,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,100.75724,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6015,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,94.34299,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6016,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,95.67929,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6017,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,98.619156,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6018,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,94.8775,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6019,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,99.688194,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6020,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,93.27394,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6021,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,89.79955,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6022,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,89.532295,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6023,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,84.454346,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6024,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,71.09132,10.1186/1743-8977-6-18,,,28.18,,A549,81.37940499999999
6025,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,98.88641,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6026,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,101.291756,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6027,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,100.75724,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6028,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,99.95546,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6029,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,103.96436,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6030,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,99.95546,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6031,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,101.291756,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6032,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,106.10245,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6033,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,102.093544,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6034,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,101.82628,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6035,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,105.30067,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6036,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,104.76614,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6037,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,24.0,,MTT,tetrazolium salt,101.82628,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6038,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,48.0,,MTT,tetrazolium salt,95.94655,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6039,Au,,Citrate and PVP,,,,,,H,Human,Lung,Epithelial,A,72.0,,MTT,tetrazolium salt,97.55011,10.1186/1743-8977-6-18,,,28.18,,NCIH441,81.37940499999999
6040,Au,,Citrate,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,100.11429,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6041,Au,,Citrate,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,99.08572,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6042,Au,,Citrate,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,92.22857,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6043,Au,,Citrate,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,87.08572,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6044,Au,,Citrate,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,79.2,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6045,Au,,Citrate,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,94.70085,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6046,Au,,Citrate,,,,,,H,Human,Ovary,Epithelial,A,36.0,,NR,toluylene red,91.62393,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6047,Au,,Citrate,,,,,,H,Human,Ovary,Epithelial,A,48.0,,NR,toluylene red,86.49573,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6048,Au,,Citrate,,,,,,H,Human,Ovary,Epithelial,A,60.0,,NR,toluylene red,86.83761,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6049,Au,,Citrate,,,,,,H,Human,Ovary,Epithelial,A,72.0,,NR,toluylene red,85.811966,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6050,Au,,Starch,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,100.11429,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6051,Au,,Starch,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,96.0,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6052,Au,,Starch,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,96.34286,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6053,Au,,Starch,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,90.51428,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6054,Au,,Starch,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,77.14286,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6055,Au,,Starch,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,96.75214,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6056,Au,,Starch,,,,,,H,Human,Ovary,Epithelial,A,36.0,,NR,toluylene red,96.75214,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6057,Au,,Starch,,,,,,H,Human,Ovary,Epithelial,A,48.0,,NR,toluylene red,93.67522,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6058,Au,,Starch,,,,,,H,Human,Ovary,Epithelial,A,60.0,,NR,toluylene red,91.28205,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6059,Au,,Starch,,,,,,H,Human,Ovary,Epithelial,A,72.0,,NR,toluylene red,89.91453,10.1155/2012/734398,,,21.0,,CHO22,81.37940499999999
6060,Au,,Gum Arabic,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,99.77143,10.1155/2012/734398,,,20.0,,CHO22,81.37940499999999
6061,Au,,Gum Arabic,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,100.457146,10.1155/2012/734398,,,20.0,,CHO22,81.37940499999999
6062,Au,,Gum Arabic,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,97.71429,10.1155/2012/734398,,,20.0,,CHO22,81.37940499999999
6063,Au,,Gum Arabic,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,93.942856,10.1155/2012/734398,,,20.0,,CHO22,81.37940499999999
6064,Au,,Gum Arabic,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,89.14286,10.1155/2012/734398,,,20.0,,CHO22,81.37940499999999
6065,Au,,Gum Arabic,,,,,,H,Human,Ovary,Epithelial,A,24.0,,NR,toluylene red,98.80342,10.1155/2012/734398,,,20.0,,CHO22,81.37940499999999
6066,Au,,Gum Arabic,,,,,,H,Human,Ovary,Epithelial,A,36.0,,NR,toluylene red,98.80342,10.1155/2012/734398,,,20.0,,CHO22,81.37940499999999
6067,Au,,Gum Arabic,,,,,,H,Human,Ovary,Epithelial,A,48.0,,NR,toluylene red,97.77778,10.1155/2012/734398,,,20.0,,CHO22,81.37940499999999
6068,Au,,Gum Arabic,,,,,,H,Human,Ovary,Epithelial,A,60.0,,NR,toluylene red,95.726494,10.1155/2012/734398,,,20.0,,CHO22,81.37940499999999
6069,Au,,Gum Arabic,,,,,,H,Human,Ovary,Epithelial,A,72.0,,NR,toluylene red,94.70085,10.1155/2012/734398,,,20.0,,CHO22,81.37940499999999
6070,Au,,,,,,,,H,Human,Kidney,Epithelial,E,48.0,,WST­1,tetrazolium salt,100.75949,10.2217/nnm.10.85,,,20.0,,HEK­293,81.37940499999999
6071,Au,,,,,,,,H,Human,Kidney,Epithelial,E,48.0,,WST­1,tetrazolium salt,101.51899,10.2217/nnm.10.85,,,20.0,,HEK­293,81.37940499999999
6072,Au,,,,,,,,H,Human,Kidney,Epithelial,E,48.0,,WST­1,tetrazolium salt,101.51899,10.2217/nnm.10.85,,,20.0,,HEK­293,81.37940499999999
6073,Au,,,,,,,,H,Human,Kidney,Epithelial,E,48.0,,WST­1,tetrazolium salt,100.25317,10.2217/nnm.10.85,,,20.0,,HEK­293,81.37940499999999
6074,Au,,,,,,,,H,Human,Kidney,Epithelial,E,48.0,,WST­1,tetrazolium salt,94.177216,10.2217/nnm.10.85,,,20.0,,HEK­293,81.37940499999999
6075,Au,,,,,,,,H,Human,Kidney,Epithelial,E,48.0,,WST­1,tetrazolium salt,88.101265,10.2217/nnm.10.85,,,20.0,,HEK­293,81.37940499999999
6076,Au,,,,,,,,H,Human,Kidney,Epithelial,E,48.0,,WST­1,tetrazolium salt,42.925983,10.2217/nnm.10.85,,,20.0,,HEK­293,81.37940499999999
6077,Au,,Star anise,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,94.210526,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6078,Au,,Star anise,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,92.63158,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6079,Au,,Star anise,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,90.52631,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6080,Au,,Star anise,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,88.42105,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6081,Au,,Star anise,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,80.52631,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6082,Au,,Citrate,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,93.68421,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6083,Au,,Citrate,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,89.47369,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6084,Au,,Citrate,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,84.210526,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6085,Au,,Citrate,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,81.57895,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6086,Au,,Citrate,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,74.73684,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6087,Au,,Citrate,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,92.63158,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6088,Au,,Citrate,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,89.47369,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6089,Au,,Citrate,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,82.10526,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6090,Au,,Citrate,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,74.73684,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6091,Au,,Sodium borohydride,,,,,,H,Human,Lung,Epithelial,A,48.0,,ApoTox­Glo™ Triplex,Caspase-Glo® 3/7 Reagent,69.47369,10.1016/j.ecoenv.2014.03.020,,,35.0,,A549,81.37940499999999
6092,Au,,,,,,,,H,Human,Breast,Epithelial,A,48.0,,MTT,tetrazolium salt,62.41379,10.1016/j.btre.2014.08.002,,,25.0,,MDA­MB­231,81.37940499999999
6093,Au,,,,,,,,H,Human,Breast,Epithelial,A,48.0,,MTT,tetrazolium salt,66.206894,10.1016/j.btre.2014.08.002,,,25.0,,MDA­MB­231,81.37940499999999
6094,Au,,,,,,,,H,Human,Breast,Epithelial,A,48.0,,MTT,tetrazolium salt,77.586205,10.1016/j.btre.2014.08.002,,,25.0,,MDA­MB­231,81.37940499999999
6095,Au,,,,,,,,H,Human,Breast,Epithelial,A,48.0,,MTT,tetrazolium salt,80.0,10.1016/j.btre.2014.08.002,,,25.0,,MDA­MB­231,81.37940499999999
6096,Au,,PEG,,,,,,A,Mouse,Brain,Neuronal,A,24.0,,MTT,tetrazolium salt,91.451065,10.1002/ppsc.201300357 ,,,21.7,-7.6,C17.2,81.37940499999999
6097,Au,,PEG,,,,,,A,Mouse,Brain,Neuronal,A,24.0,,MTT,tetrazolium salt,93.266335,10.1002/ppsc.201300357 ,,,21.7,-7.6,C17.2,81.37940499999999
6098,Au,,PEG,,,,,,A,Mouse,Brain,Neuronal,A,24.0,,MTT,tetrazolium salt,95.39359,10.1002/ppsc.201300357 ,,,21.7,-7.6,C17.2,81.37940499999999
6099,Au,,PEG,,,,,,A,Mouse,Brain,Neuronal,A,24.0,,MTT,tetrazolium salt,92.55768,10.1002/ppsc.201300357 ,,,21.7,-7.6,C17.2,81.37940499999999
6100,Au,,PEG,,,,,,A,Mouse,Brain,Neuronal,A,24.0,,MTT,tetrazolium salt,88.172,10.1002/ppsc.201300357 ,,,21.7,-7.6,C17.2,81.37940499999999
6101,Au,,PEG,,,,,,A,Mouse,Brain,Neuronal,A,24.0,,MTT,tetrazolium salt,82.23656,10.1002/ppsc.201300357 ,,,21.7,-7.6,C17.2,81.37940499999999
6102,Au,,PEG,,,,,,A,Mouse,Brain,Neuronal,A,24.0,,MTT,tetrazolium salt,71.33922,10.1002/ppsc.201300357 ,,,21.7,-7.6,C17.2,81.37940499999999
6103,Au,,PEG,,,,,,H,Human,Umbilical cord,Endothelial,E,24.0,,MTT,tetrazolium salt,95.48146,10.1002/ppsc.201300357 ,,,21.7,-7.6,HUVEC,81.37940499999999
6104,Au,,PEG,,,,,,H,Human,Umbilical cord,Endothelial,E,24.0,,MTT,tetrazolium salt,96.98729,10.1002/ppsc.201300357 ,,,21.7,-7.6,HUVEC,81.37940499999999
6105,Au,,PEG,,,,,,H,Human,Umbilical cord,Endothelial,E,24.0,,MTT,tetrazolium salt,94.153275,10.1002/ppsc.201300357 ,,,21.7,-7.6,HUVEC,81.37940499999999
6106,Au,,PEG,,,,,,H,Human,Umbilical cord,Endothelial,E,24.0,,MTT,tetrazolium salt,91.937515,10.1002/ppsc.201300357 ,,,21.7,-7.6,HUVEC,81.37940499999999
6107,Au,,PEG,,,,,,H,Human,Umbilical cord,Endothelial,E,24.0,,MTT,tetrazolium salt,85.69136,10.1002/ppsc.201300357 ,,,21.7,-7.6,HUVEC,79.545405
6108,Au,,PEG,,,,,,H,Human,Umbilical cord,Endothelial,E,24.0,,MTT,tetrazolium salt,72.003944,10.1002/ppsc.201300357 ,,,21.7,-7.6,HUVEC,81.37940499999999
6109,Au,,PEG,,,,,,H,Human,Umbilical cord,Endothelial,E,24.0,,MTT,tetrazolium salt,53.664707,10.1002/ppsc.201300357 ,,,21.7,-7.6,HUVEC,81.37940499999999
6110,Au,,PEG,,,,,,A,Rat,Adrenal gland,Irregular,A,24.0,,MTT,tetrazolium salt,96.72178,10.1002/ppsc.201300357 ,,,21.7,-7.6,PC12,81.37940499999999
6111,Au,,PEG,,,,,,A,Rat,Adrenal gland,Irregular,A,24.0,,MTT,tetrazolium salt,96.3684,10.1002/ppsc.201300357 ,,,21.7,-7.6,PC12,157.874303
6112,Au,,PEG,,,,,,A,Rat,Adrenal gland,Irregular,A,24.0,,MTT,tetrazolium salt,94.15264,10.1002/ppsc.201300357 ,,,21.7,-7.6,PC12,81.37940499999999
6113,Au,,PEG,,,,,,A,Rat,Adrenal gland,Irregular,A,24.0,,MTT,tetrazolium salt,92.24696,10.1002/ppsc.201300357 ,,,21.7,-7.6,PC12,81.37940499999999
6114,Au,,PEG,,,,,,A,Rat,Adrenal gland,Irregular,A,24.0,,MTT,tetrazolium salt,95.30382,10.1002/ppsc.201300357 ,,,21.7,-7.6,PC12,81.37940499999999
6115,Au,,PEG,,,,,,A,Rat,Adrenal gland,Irregular,A,24.0,,MTT,tetrazolium salt,84.09704,10.1002/ppsc.201300357 ,,,21.7,-7.6,PC12,74.932599
6116,Au,,PEG,,,,,,A,Rat,Adrenal gland,Irregular,A,24.0,,MTT,tetrazolium salt,77.5408,10.1002/ppsc.201300357 ,,,21.7,-7.6,PC12,81.37940499999999
6117,Ag,,PEI,,,,,,H,Human,liver,Epithelial,A,24.0,,NR,toluylene red,129.86584,10.1021/es900754q,,,8.5,,HepG2,79.545405
6118,Ag,,PEI,,,,,,H,Human,liver,Epithelial,A,24.0,,NR,toluylene red,137.892,10.1021/es900754q,,,8.5,,HepG2,81.37940499999999
6119,Ag,,PEI,,,,,,H,Human,liver,Epithelial,A,24.0,,NR,toluylene red,159.00958,10.1021/es900754q,,,8.5,,HepG2,79.545405
6120,Ag,,PEI,,,,,,H,Human,liver,Epithelial,A,24.0,,NR,toluylene red,103.34318,10.1021/es900754q,,,8.5,,HepG2,157.874303
6121,Ag,,PEI,,,,,,H,Human,liver,Epithelial,A,24.0,,NR,toluylene red,97.01994,10.1021/es900754q,,,8.5,,HepG2,79.545405
6122,Ag,,PEI,,,,,,H,Human,liver,Epithelial,A,24.0,,NR,toluylene red,58.976433,10.1021/es900754q,,,8.5,,HepG2,157.874303
6123,Ag,,PEI,,,,,,H,Human,liver,Epithelial,A,24.0,,NR,toluylene red,50.387463,10.1021/es900754q,,,8.5,,HepG2,157.874303
6124,Ag,,PEI,,,,,,H,Human,liver,Epithelial,A,24.0,,NR,toluylene red,42.805492,10.1021/es900754q,,,8.5,,HepG2,81.37940499999999
6125,Ag,,,,,,,,H,Human,liver,Epithelial,A,28.0,,MTT,tetrazolium salt,92.70501,10.1016/j.tiv.2009.06.001,,,7.5,,HepG2,157.874303
6126,Ag,,,,,,,,H,Human,liver,Epithelial,A,28.0,,MTT,tetrazolium salt,86.40675,10.1016/j.tiv.2009.06.001,,,7.5,,HepG2,74.932599
6127,Ag,,,,,,,,H,Human,liver,Epithelial,A,28.0,,MTT,tetrazolium salt,37.004925,10.1016/j.tiv.2009.06.001,,,7.5,,HepG2,157.874303
6128,Ag,,,,,,,,H,Human,liver,Epithelial,A,28.0,,MTT,tetrazolium salt,8.664321,10.1016/j.tiv.2009.06.001,,,7.5,,HepG2,157.874303
6129,Ag,,,,,,,,H,Human,liver,Epithelial,A,28.0,,MTT,tetrazolium salt,6.769624,10.1016/j.tiv.2009.06.001,,,7.5,,HepG2,79.545405
6130,Ag,,,,,,,,H,Human,liver,Epithelial,A,28.0,,MTT,tetrazolium salt,5.370866,10.1016/j.tiv.2009.06.001,,,7.5,,HepG2,79.545405
